"Oakum","n.","The material obtained by untwisting and picking into loose fiber old hemp ropes; -- used for calking the seams of ships, stopping leaks, etc."
"Oakum","n.","The coarse portion separated from flax or hemp in nackling."
"Oaky","n.","Resembling oak; strong."
"Oar","n","An implement for impelling a boat, being a slender piece of timber, usually ash or spruce, with a grip or handle at one end and a broad blade at the other. The part which rests in the rowlock is called the loom."
"Oared","imp. & p. p.","of Oar"
"Oaring","p. pr. & vb. n.","of Oar"
"Oared","a.","Totipalmate; -- said of the feet of certain birds. See Illust. of Aves."
"Oarfish","n.","The ribbon fish."
"Oarfoot","n.","Any crustacean of the genus Remipes."
"Oar-footed","a.","Having feet adapted for swimming."
"Oarless","a.","Without oars."
"Oarlock","n.","The notch, fork, or other device on the gunwale of a boat, in which the oar rests in rowing.  See Rowlock."
"Oarsmen","pl. ","of Oarsman"
"Oarsman","n.","One who uses, or is skilled in the use of, an oar; a rower."
"Oarsweed","n.","Any large seaweed of the genus Laminaria; tangle; kelp.  See Kelp."
"Oary","a.","Having the form or the use of an oar; as, the swan's oary feet."
"Oases","pl. ","of Oasis"
"Oasis","n.","A fertile or green spot in a waste or desert, esp. in a sandy desert."
"Oast","n.","A kiln to dry hops or malt; a cockle."
"Oats","pl. ","of Oat"
"Oat","n.","A well-known cereal grass (Avena sativa), and its edible grain; -- commonly used in the plural and in a collective sense."
"Oat","n.","A musical pipe made of oat straw."
"Oatcake","n.","A cake made of oatmeal."
"Oaten","a.","Consisting of an oat straw or stem; as, an oaten pipe."
"Oaten","a.","Made of oatmeal; as, oaten cakes."
"Oaths","pl. ","of Oath"
"Oath","n.","A solemn affirmation or declaration, made with a reverent appeal to God for the truth of what is affirmed."
"Oath","n.","A solemn affirmation, connected with a sacred object, or one regarded as sacred, as the temple, the altar, the blood of Abel, the Bible, the Koran, etc."
"Oath","n.","An appeal (in verification of a statement made) to a superior sanction, in such a form as exposes the party making the appeal to an indictment for perjury if the statement be false."
"Oath","n.","A careless and blasphemous use of the name of the divine Being, or anything divine or sacred, by way of appeal or as a profane exclamation or ejaculation; an expression of profane swearing."
"Oathable","a.","Capable of having an oath administered to."
"Oathbreaking","n.","The violation of an oath; perjury."
"Oatmeal","n.","Meal made of oats."
"Oatmeal","n.","A plant of the genus Panicum; panic grass."
"Ob-","","A prefix signifying to, toward, before, against, reversely, etc.; also, as a simple intensive; as in oblige, to bind to; obstacle, something standing before; object, lit., to throw against; obovate, reversely, ovate. Ob- is commonly assimilated before c, f, g, and p, to oc-, of-, og-, and op-."
"Obcompressed","a.","Compressed or flattened antero-posteriorly, or in a way opposite to the usual one."
"Obconic","a.","Alt. of Obconical"
"Obconical","a.","Conical, but having the apex downward; inversely conical."
"Obcordate","a.","Heart-shaped, with the attachment at the pointed end; inversely cordate: as, an obcordate petal or leaf."
"Obdiplostemonous","a.","Having twice as many stamens as petals, those of the outer set being opposite the petals; -- said of flowers."
"Obdiplostemony","n.","The condition of being obdiplostemonous."
"Obdormition","n.","Sleep."
"Obduce","v. t.","To draw over, as a covering."
"Obduct","v. t.","To draw over; to cover."
"Obduction","n.","The act of drawing or laying over, as a covering."
"Obduracy","n.","The duality or state of being obdurate; invincible hardness of heart; obstinacy."
"Obdurate","a.","Hardened in feelings, esp. against moral or mollifying influences; unyielding; hard-hearted; stubbornly wicked."
"Obduration","n.","A hardening of the heart; hardness of heart."
"Obdure","v. t.","To harden."
"Obdured","a.","Obdurate; hard."
"Obdureness","n.","Alt. of Obduredness"
"Obduredness","n.","Hardness."
"Obbe","n.","See Obi."
"Obeah","n.","Same as Obi."
"Obeah","a.","Of or pertaining to obi; as, the obeah man."
"Obedible","a.","Obedient."
"Obedience","n.","The written precept of a superior in a religious order or congregation to a subject."
"Obedienciary","n.","One yielding obedience."
"Obedient","a.","Subject in will or act to authority; willing to obey; submissive to restraint, control, or command."
"Obediential","a.","According to the rule of obedience."
"Obediently","adv.","In an obedient manner; with obedience."
"Obeisance","n.","Obedience."
"Obeisancy","n.","See Obeisance."
"Obeisant","a.","Ready to obey; reverent; differential; also, servilely submissive."
"Obelion","n.","The region of the skull between the two parietal foramina where the closure of the sagittal suture usually begins."
"Obeliscal","a.","Formed like an obelisk."
"Obelisk","n.","An upright, four-sided pillar, gradually tapering as it rises, and terminating in a pyramid called pyramidion. It is ordinarily monolithic. Egyptian obelisks are commonly covered with hieroglyphic writing from top to bottom."
"Obelisked","imp. & p. p.","of Obelisk"
"Obelisking","p. pr. & vb. n.","of Obelisk"
"Obelisk","v. t.","To mark or designate with an obelisk."
"Obelized","imp. & p. p.","of Obelize"
"Obelizing","p. pr. & vb. n.","of Obelize"
"Obelize","v. t.","To designate with an obelus; to mark as doubtful or spirituous."
"Pabular","a.","Of, pertaining to, or fit for, pabulum or food; affording food."
"Pabulation","n.","The act of feeding, or providing food."
"Pabulous","a.","Affording pabulum, or food; alimental."
"Pabulum","n.","The means of nutriment to animals or plants; food; nourishment; hence, that which feeds or sustains, as fuel for a fire; that upon which the mind or soul is nourished; as, intellectual pabulum."
"Pac","n.","A kind of moccasin, having the edges of the sole turned up and sewed to the upper."
"Paca","n.","A small South American rodent (Coelogenys paca), having blackish brown fur, with four parallel rows of white spots along its sides; the spotted cavy. It is nearly allied to the agouti and the Guinea pig."
"Pacable","a.","Placable."
"Pacate","a.","Appeased; pacified; tranquil."
"Pacated","a.","Pacified; pacate."
"Pacation","n.","The act of pacifying; a peacemaking."
"Paced","imp. & p. p.","of Pace"
"Pacing","p. pr. & vb. n.","of Pace"
"Pace","v. t.","To develop, guide, or control the pace or paces of; to teach the pace; to break in."
"Paced","a.","Having, or trained in, [such] a pace or gait; trained; -- used in composition; as, slow-paced; a thorough-paced villain."
"Pacer","n.","One who, or that which, paces; especially, a horse that paces."
"Pacha","n.","See Pasha."
"Pachacamac","n.","A divinity worshiped by the ancient Peruvians as the creator of the universe."
"Pachak","n.","The fragrant roots of the Saussurea Costus, exported from India to China, and used for burning as incense. It is supposed to be the costus of the ancients."
"Pachalic","a. & n.","See Pashalic."
"Pachisi","n.","Alt. of Parchesi"
"Parchesi","n.","A game, somewhat resembling backgammon, originating in India."
"Pachometer","n.","An instrument for measuring thickness, as of the glass of a mirror, or of paper; a pachymeter."
"Pachonta","n.","A substance resembling gutta-percha, and used to adulterate it, obtained from the East Indian tree Isonandra acuminata."
"Pachy-","","A combining form meaning thick; as, pachyderm, pachydactyl."
"Pachycarpous","a.","Having the pericarp thick."
"Pachydactyl","n.","A bird or other animal having thick toes."
"Pachydactylous","a.","Having thick toes."
"Pachyderm","n.","One of the Pachydermata."
"Pachydermal","a.","Of or relating to the pachyderms; as, pachydermal dentition."
"Pachydermata","n. pl.","A group of hoofed mammals distinguished for the thickness of their skins, including the elephant, hippopotamus, rhinoceros, tapir, horse, and hog. It is now considered an artificial group."
"Pachydermatous","a.","Of or pertaining to the pachyderms."
"Pachydermoid","a.","Related to the pachyderms."
"Pachyglossal","a.","Having a thick tongue; -- applied to a group of lizards (Pachyglossae), including the iguanas and agamas."
"Pachymeningitis","n.","Inflammation of the dura mater or outer membrane of the brain."
"Pachymeter","n.","Same as Pachometer."
"Pachyote","n.","One of a family of bats, including those which have thick external ears."
"Pacifiable","a.","Capable of being pacified or appeased; placable."
"Pacific","a.","Of or pertaining to peace; suited to make or restore peace; of a peaceful character; not warlike; not quarrelsome; conciliatory; as, pacific words or acts; a pacific nature or condition."
"Pacificable","a.","Placable."
"Pacifical","a.","Of or pertaining to peace; pacific."
"Pacification","n.","The act or process of pacifying, or of making peace between parties at variance; reconciliation."
"Pacificator","n.","One who, or that which, pacifies; a peacemaker."
"Pacificatory","a.","Tending to make peace; conciliatory."
"Pacfier","n.","One who pacifies."
"Pacified","imp. & p. p.","of Pacify"
"Pacifying","p. pr. & vb. n.","of Pacify"
"Pacify","v. t.","To make to be at peace; to appease; to calm; to still; to quiet; to allay the agitation, excitement, or resentment of; to tranquillize; as, to pacify a man when angry; to pacify pride, appetite, or importunity."
"Pacinian","a.","Of, pertaining to, or discovered by, Filippo Pacini, an Italian physician of the 19th century."
"Packed","imp. & p. p.","of Pack"
"Packing","p. pr. & vb. n.","of Pack"
"Pack","v. i.","To unite in bad measures; to confederate for ill purposes; to join in collusion."
"Package","n.","Act or process of packing."
"Packet","n.","A small pack or package; a little bundle or parcel; as, a packet of letters."
"Packfong","n.","A Chinese alloy of nickel, zinc, and copper, resembling German silver."
